0,AUDI,A318TURBO,A3 1.8  TURBO,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A318TURBO,A3 1.8  TURBO,GASOLINA,2000+,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A318TURBO,A3 1.8  TURBO,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A318TURBO,A3 1.8  TURBO,,,ENERJET,11W63 - 13W75,1862928 - 1839632
0,AUDI,A318TURBO,A3 1.8  TURBO,GASOLINA,2000-,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A318TURBO,A3 1.8  TURBO,GASOLINA,2000+,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A318TURBO,A3 1.8  TURBO,GASOLINA,2006+,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A428,A4 2.8,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A428,A4 2.8,GASOLINA,2000+,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A428,A4 2.8,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A428,A4 2.8,,,ENERJET,11W63 - 13W75,1862928 - 1839632
0,AUDI,A428,A4 2.8,GASOLINA,2000-,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A428,A4 2.8,GASOLINA,2000+,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A428,A4 2.8,GASOLINA,2006+,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A4,A4,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A4,A4,GASOLINA,2000+,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A4,A4,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A4,A4,,,ENERJET,11W63 - 13W75,1862928 - 1839632
0,AUDI,A4,A4,GASOLINA,2000-,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A4,A4,GASOLINA,2000+,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A4,A4,GASOLINA,2006+,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A628,A6 2.8,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A628,A6 2.8,GASOLINA,2000+,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A628,A6 2.8,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A628,A6 2.8,,,ENERJET,11W63 - 13W75,1862928 - 1839632
0,AUDI,A628,A6 2.8,GASOLINA,2000-,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A628,A6 2.8,GASOLINA,2000+,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A628,A6 2.8,GASOLINA,2006+,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A318,A3 1.8,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A318,A3 1.8,GASOLINA,2000+,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A318,A3 1.8,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A318,A3 1.8,,,ENERJET,11W63 - 13W75,1862928 - 1839632
0,AUDI,A318,A3 1.8,GASOLINA,2000-,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A318,A3 1.8,GASOLINA,2000+,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A318,A3 1.8,GASOLINA,2006+,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A418SEDAN,A4 1.8  SEDAN,GASOLINA,2000-,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A418SEDAN,A4 1.8  SEDAN,GASOLINA,2000+,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A418SEDAN,A4 1.8  SEDAN,GASOLINA,2006+,CAPSA,13WI / 15MBI,140962X / 1497596
0,AUDI,A418SEDAN,A4 1.8  SEDAN,,,ENERJET,11W63 - 13W75,1862928 - 1839632
0,AUDI,A418SEDAN,A4 1.8  SEDAN,GASOLINA,2000-,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
0,AUDI,A418SEDAN,A4 1.8  SEDAN,GASOLINA,2000+,ETNA,W-13 PL / S-1215 PL,1845799/ 1845802
