0,AUDI,A6A8A8W12,"A6, A8, A8W12, ",,,ENERJET,15MB90,1862936
0,AUDI,Q5Q7R8S4,"Q5, Q7, R8, S4",,,ENERJET,15MB90,1862936
0,AUDI,A318TURBOA428A4A628,"A3 1.8  TURBO,  A4 2.8 , A4 , A6 2.8",,,ENERJET,11W63 - 13W75,1862928 - 1839632
0,AUDI,A318A418SEDANA418TURBO,"A3 1.8 ,  A4 1.8  SEDAN,  A4 1.8  TURBO",,,ENERJET,11W63 - 13W75,1862928 - 1839632
0,BMW,316I,316I,,,ENERJET,15MB90,1862936
0,BMW,318Z3,318-Z3,,,ENERJET,15MB90,1862936
0,BMW,325IZ319523I,325I-Z3  1.9-523I,,,ENERJET,15MB90,1862936
0,BMW,520I528I540I735I,"520I, 528I,  540I-735I",,,ENERJET,15MB90,1862936
0,BMW,840CI850CI,"840CI, 850CI",,,ENERJET,15MB90,1862936
0,CHEVROLET,LUVPICKUP,LUV-PICK UP,,,ENERJET,11T56,1862901
0,CHEVROLET,MONZA,MONZA,,,ENERJET,15MB90,1862936
0,CHEVROLET,VECTRA,VECTRA,,,ENERJET,15MB90,1862936
0,CHEVROLET,CAMAROCORSICA,CAMARO - CORSICA,,,ENERJET, 11W75N / 13W75N ,1862928 - 1839632
0,CHEVROLET,CORSAASTRA18,CORSA - ASTRA 18,,,ENERJET, 11W75N / 13W75N ,1862928 - 1839632
0,CITROEN,AXALLURE,AX ALLURE,,,ENERJET,13W75,1839632
0,CITROEN,XSARASX16V,XSARA SX 16V,,,ENERJET,13W75,1839632
0,CITROEN,JUNPER25DIESEL,JUNPER 2.5 DIESEL,,,ENERJET,15MB90,1862936
0,DAEWOO,TICOMATIZLABODAMAS,"TICO - MATIZ, LABO ,  DAMAS",,,ENERJET,11D56,1839608
0,DAEWOO,KORANDO23MUSSO,"KORANDO 2.3, M USSO",,,ENERJET,15M99,1839640
0,DAEWOO,LEGANZAPRINCEJEREZ,"LEGANZA, PRINCE, JEREZ",,,ENERJET,13W75 /15MB90,1839632  -  1862936
0,DAEWOO,CIELO,CIELO,,,ENERJET,11W63 / 13W75,1862928 - 1839632
0,DAEWOO,ESPEROLANOSNUBIRASEDANWAGON,"ESPERO, LANOS, NUBIRA SEDAN/WAGON",,,ENERJET,11W63 / 13W75,1862928 - 1839632
0,DAIHATSU,SIRIONAPLAUSEAPLAUSEII,"SIRION - APLAUSE, APLAUSE II",,,ENERJET,11D56,1839608
0,DAIHATSU,CHARADEIIIIIIV,"CHARADE II,III, IV, ",,,ENERJET,11D56,1839608
0,DAIHATSU,ROCKYSIRIONM1M3FEROZA,"ROCKY ,  SIRION M1, M3,  FEROZA",,,ENERJET,11D56,1839608
0,DAIHATSU,GRANMOVEG3,GRAN MOVE G3,,,ENERJET,11T56,1862901
0,DODGE,CARAVANGRANCARABANCHALLENGER,"CARAVAN,  GRAN CARABAN, CHALLENGER",,,ENERJET,13S85,1839616
